bankmandiri,bank mandiri
baperlevelcupu,baper level cupu
batalin2periode,batalin 2 periode
uhuk,batuk
bayangannya,bayangannya
Bberapa,beberapa
bedahrumahibuiriyani,Bedah rumah Ibu iriyani
begoloe,bego kamu
baladaanakdaerah,belada anak daerah
belanjaaaaa,belanja
belanjaitugakribet,belanja itu gak ribet
Beliin,belikan
Benar2,benar-benar
benihbenih,benih-benih
Barakallahu,berakallah lu
dare,berani
xberani,berani
darenya,beraninya
berapa2,berapa-berapa
Berhappylah,berbahagialah
ngomul,berbicara terus
bercengkerama,bercengkrama
bekecukupan,berkecukupan
berkeliarab,berkeliaran
bermesrahan,bermesraan
berselisiban,berselisihan
berubah2,berubah-ubah
berulangkali,berulang kali
biasane,biasanya
bisabisanya,bisa bisanya
Blablablaaahhh,bla bla
blablablablabla,bla bla
bobrok7,bobrok
xboleh,boleh
dude,bro
Dude,bro
Buang2,buang-buang
Bukaaan,bukan
bukugariswaktu,buku garis waktu
blan,bulan
bln,bulan
months,bulan
BulanBungKarno,Bulan Bung Karno
bulutangkis,bulu tangkis
bumidatar,bumi datar
sachetannya,bungkus
CalonPenghuniNeraka,Calon Penghuni Neraka
Capres,calon presiden
calonyaaahh,calonnya
carfreedaycirebon,car free day cirebon
cegahstunting,cegah sunting
celotehreceh,celoteh receh
manyun,cemberut
Cemburuuuuu,cemburu
Cendrawasih,Cendr awasi Cen draw asih
cengengesan,Cenge ngesa Cen geng esan
ekspress,cepat
belada,cerita
ceritahariini,cerita hari ini
ceritakemarinsore,cerita kemarin sore
chesecake,cheese cake
sinematografi,cinematografi
lovw,cinta
MUAHHHH,cium
closefriend,close friend
cocot,cocok
kompetible,cocok
copetnyaaahh,copet nya
cucidarahnya,cuci darahnya
cu2,cucu
Curhatanpenuh,curhatan penuh
kustomkulture,custom culture
And,dan
dateng2,datang-datang
DeteksiDiniHepatitis,Deteksi Dini Hepatitis
didalem,di dalam
dibikinasikaja,dibikin asik aja
dibuangsayang,dibuang sayang
Diiiiiiiiiih,dih
diingetinnya,diingatkannya
dilahirkanya,dilahirkannya
dinyirnyirin,dinyinyirin
dipermasalahakan,dipermasalahkan
dirisendiri,diri sendiri
disayaaaang,disayang
dislngkuhin,diselingkuhin
dininaboboin,ditidurin
DivHumas_Polri,Div Humas Polri
Divarposting,divar posting
dontdateadancer,don’t date dancer
toyor,dorong
dupeerr,duper
efeklgdatengtamu,efek lagi datang tamu
EfekLaparJuga,Efek Lapar Juga
ekopembangunan,ekonomi pembangunan
erat2,erat-erat
fatamorganaaaaaaa,fatamorgana
jepretan,foto
gagah2an,gagah-gagahan
harassment,gangguan
Gemes,gemas
generasiantikorupsi,generasi anti korupsi
Gilingaaaan,gilingan
gimanaaaaaaaaa,Giman aaaaa Aaa aaaa aaaa
Gimane,gimana
Piye,gimana
Wae,gimana
GituAjaTerus,Gitu Aja Terus
goindonesia,go indonesia
julidin,gosipin
gowesnusantara,gowes nusantara
gub2,gubernur-gubernur
gubernurnya,gubernurnya
guitarforlife,guitar for life
Gunungkidul,gunung kidul
gunungkidul,gunung kidul
abiiiss,habis
Abis,habis
abistu,habis itu
Abisnya,habisnya
HadiahPerasaan,hadiah perasaan
aha,haha
Ahahaha,haha
ahahahahahhaha,haha
ahahahhaha,haha
ahahhah,haha
Ahai,haha
ahass,haha
Bahahahahajahahhaaa,haha
ckckckc,haha
hahahahahahahahaha,haha
HEHE,haha
hSHAHSHAHAH,haha
ngaoahahaha,haha
wahaha,haha
Wggwgwgw,haha
wjwk,haha
wkaka,haha
wkakaka,haha
wkawka,haha
wkkwkkw,haha
Wkkwkw,haha
Wks,haha
wkwk,haha
Wkwk,haha
WKWK,haha
WKWKKWKW,haha
WKWKKWKWK,haha
Wkwkkwwk,haha
Wkwkl,haha
Wkwkw,haha
Wkwkwk,haha
WKWKWK,haha
Wkwkwkw,haha
WKWKWKW,haha
Wkwkwkwk,haha
WKWKWKWK,haha
Wkwkwkwkwk,haha
wkwkwlw,haha
wlwlw,haha
wmwkwkwk,haha
wq,haha
wqq,haha
WQWQWQ,haha
Wwk,haha
xD,haha
XD,haha
xhaka,haha
xixixi,haha
XOXO,haha
Hahahahaudah,haha udah
hj,Haji
judge,hakimi
anyong,halo
Bonjour,halo
Helaaaawww,halo
HamilSamaSetan,Hamil Sama Setan
ampir,hampir
Ampir,hampir
Ancoooree,hancurnya
happy3thanniversary,happy anniversay
happybirthday,happy birthday
HappyJendeukieDay,happy jendeukie day
happytuesday,happy Tuesday
harrasement,harassment
harrashment,harassment
harrassment,harassment
Harassmentnya,harassmentnya
HariAnakNasional,Hari Anak Nasional
HAROOOOM,harum
Ati,hati
atiii,hati
atik,hati
hatiyangcukupdalam,hati yang cukup dalam
Ati2,hati-hati
Hati2,hati-hati
HeartOfALio,Heart Of ALio
hellomellopoppunk,Hello mello Pop punk 
HentikanAcaraPembodohan,Hentikan Acara Pembodohan
Hmmm,hm
auftttt,huft
huuhu,huhu
humancapitallife,human capital life
huwawawaaaaaa,huwa
Buk,ibu
UMI,ibu
Umi,ibu
umi,ibu
ibuqu,ibu ku
nyokapnya,ibunya
IdolByOpera,Idol By Opera
idol,idola
ikhlaaaassss,ikhlas
indonesianmodelhunt,Indon esian Mod elhu nt
indonesiabersepeda,indonesia bersepeda
infosekitarkudus,info sekitar kudus
ingini,ingin
instanya,instagramnya
international,internasional
International,internasional
InternationalGamelanFestival2018,International Gamelan Festival2018
iru,itu
Tu,itu
Tuh,itu
tuj,itu
Tuhkan,itu kan
tuhkan,itu kan
Iyeee,iya
Y,iya
Yak,iya
yaks,iya
Yap,iya
Yaps,iya
Yoi,iya
Yamungkin,iya mungkin
yani,iya nih
iyainajabiarcepet,iyain aja biar cepat
yakaan,iyakan
Jdi,jadi
JadiLebihBaik,Jadi Lebih Baik
Pentolannya,jagoannya
Jln,jalan
Jgn,jangan
wejangan,jangan
janganbullyaku,jangan bully aku
janganlupabahagia,jangan lupa bahagia
JanganLupaBersyukur,Jangan Lupa Bersyukur
janganpergi,jangan pergu
jastip,jasa titip
JatengDaruratKorupsi,Jawa tengah Darurat Korupsi
jatimpilihgusipulputi,jawa timur pilih gus ipul puti
jengggg,jeng
jeng2,jeng-jeng
jgkel,jengkel
joget2,joget-joget
Jokowi2Periode,jokowi 2 periode
JokowiBersamaRakyat,Jokowi Bersama Rakyat
Jokowi_2_Periode,Jokowi Jokowi _Peri jawa timur
JokowiMembangunIndonesia,Jokowi Membangun Indonesia
JokowiSekaliLagi,Jokowi Sekali Lagi
judgemental,judge mental
Juur,jujur
jt,juta
KabehSedulurKabehMakmur,Kabeh Sedulur Kabeh Makmur
KaiOnInstagram,Kai On Instagram
teteh,kakak
Teteh,kakak
tetehku,kakakku
Kalbar,kalimantan barat
Kaltim,kalimantan timur
kamarmandinya,kamar mandinya
ANDA,kamu
andaaa,kamu
Awak,kamu
awak,kamu
kamuuuuuu,kamu
kamuuuuuuuuuu,kamu
loooo,kamu
KangenTingTing,Kangen Ting Ting
kapanliburanlagi,kapan liburan lagi
Kapan2,kapan-kapan
kapokgabisa,kapok ga bisa
bcz,karena
Krena,karena
kasihsayang,kasih sayang
plangaplongo,kebingungan
kcelakan,kecelakaan
kekanakkanakan,kekanak-kanakan
keroncongan,kelaparan
kemna,kemana
kmbaliannya,kembaliannya
kepanjangaaannnnnn,kepanjangan
kepepettttt,kepepet
Ponakan,keponakan
craft,kerajinan
kerjateruss,kerja terus
Kesayanganqu,kesayanganku
kesedihannha,kesedihannya
Komen2,komen-komen
komen,komentar
Konsekwensi,konsekuensi
kuatin,kuatkan
Nekko,kucing
kumpuulllll,kumpul
kurangggggggg,kurang lebih
kuranglebih,kurang lebih
laboratorium,Labor atori Abo rato rium
lagidanlagi,lagi dan lagi
lptop,laptop
lariiiiiiii,lari
lebaran2018,lebaran 2018
legislative,legislatif
Liga1KitaSatu,Liga Kita Satu
tengok,lihat
Tengok,lihat
likeforlike,like for like
lipattttttttttttttttttttttttt,lipat
warbiyasak,luar biasa
unyu,lucu
umayan,lumayan
MaafEfekStress,Maaf Efek Stress
mahabenar,maha benar
maklumlahyo,maklum lah ya
mlam,malam
Mamak,mama
makdrandang,mama drandang
mampang,mampu
Mantapp,mantap
MariTertibLantas,Mari Tertib Lantas
MasaKecilkuAsik,Masa Kecilku Asik
blusukannya,masuk-masuk
keok,mati
Mbaq2,mbak
mbak2nya,mbaknya
nglanggar,melanggar
melomponggggg,melompong
ngelawaq,melucu
ngebalikin,membalikan
memberantaskemiskinan,memberantas kemiskinan
Memprihatinkan,memperihatinkan
warns,memperingatkan
pemperjelas,memperjelas
treat,memperlakukan
mempolitisir,mempolitisi
menengankan,menenangkan
mengklaim,mengakui
mengasyikan,mengasikan
mengatasnamakan,mengatas namakan
ngegumpal,menggumpal
mengabiskan,menghabiskan
menginginkanya,menginginkannya
Mengistirhatkan,mengistirahatkan
menghianati,mengkhianati
mengobankan,mengorbankan
Risen,mengundurkan diri
risen,mengundurkan diri
mnguntungkan,menguntungkan
Ngurusin,mengurus
menimbang2,menimbang-nimbang
mnts,menit
menjauhdarijanji,menjauh dari janji
mnjelaskannya,menjelaskannya
Mentrri,menteri
menurutguesih,menurut gue sih
menurutkuuu,menurutku
menurutkusih,menurutku sih
merilekskan,menyantaikan
menyatyakan,menyatakan
nyebeli,menyebalkan
ngeplanning,merencanakan
Muda2han,mudah-mudahan
myfaceismyproblemnotyours,my face is my problem not yours
MyTwitterAnniversary,My Twitter Anniversary
nadyaandriwedding,Nadya andri Wedding 
nanyaserius,nanya serius
ngehubingin,ngehubungin
Btw,ngomong-ngomong
nongkrongnya,ngumpul
Nongkrongnya,ngumpul
nitip2,nitip-nitip
nomor2untukjatim,nomor nomor untuk jawa timur
novel2,novel-novel
novitasarilaras,novita sari laras
nyinyiri,nyinyir
Ohh,oh
olshop,online shop
operasional,Opera siona Ope rasi onal
oeang,orang
Org,orang
ppl,orang
orangyangkucintai,orang yang ku cintai
Org2,orang-orang
factory,pabrik
pacarnyanyi2,pacar nyanyi-nyanyi
PacaranJamanDulu,Pacaran Jaman Dulu
PadatKaryaTunai,Padat Karya Tunai
paakkk,pak
pakarkomunikasi,pakar komunikasi
Paletina,palestina
pantangmunsur,pantang mundur
Abi,papa
papaa,papa
pi,papa
Pappa33yearsold,papa 33 years old
papalove,papa cinta
parungpanjang,parung panjang
pastimintanya,pasti mintanya
payingrespect,paying respect
pembisnismuda,pebisnis muda
pekaitupenting,peka itu penting
pelit2,pelit-pelit
pmbhasan,pembahasan
oembingkaian,pembingkaian
penangan,penanganan
penerusbangsa,penerus bangsa
pengngangguran,pengangguran
bodigardnya,pengawalnya
penggantinyakah,penggantinya
penggrebekan,penggerebekan
penggunajalan,pengguna jalan
pengharhaan,penghargaan
Penghianat,pengkhianat
pengobatanny,pengobatannya
pemirsyahhhh,penonton
vemirsyahh,penonton
yeorobun,penonton
YEOROBUN,penonton
prjuangannya,perjuangannya
Perkembangn,perkembangan
usah,perlu
USAH,perlu
Usah,perlu
permasalakan,permasalahkan
Permendikbud2,permendikbud-permendikbud
Matursuwun,permisi
pernikan,pernikahan
statementnya,pernyataanya
Perusahaanlu,perusahaan lu
unek,pikiran
uneg2,pikiran-pikiran
pilkadadamai2018,pilkada damai 2018
pindah2,pindah-pindah
playlistnua,play listnya
playstorenya,play storenya
powerrmarah,power marah
prayforlombok,pray for lombok
PrayForLombok,Pray For Lombok
presidensial,presiden sial
presidenterhebat,presiden terhebat
profesyenel,profesional
Puyeng,pusing
qualitytime,quality time
quotesoftheday,quotes of the day
recehhhhh,receh
recehkanpssi,recehkan pssi
recehkansepakbola,recehkan sepak bola
recehkantwiter,recehkan twitter
recehkantwitter,recehkan twitter
relationshit,relationship
k,ribu
rb,ribu
runninggirl,running girl
runningjourney,running journey
saur,sahur
AJA,saja
ajaaaa,saja
ajaaaaah,saja
ajee,saja
mistranslate,salah artikan
salahsatunya,salah satunya
samanye,samanya
Ampe,sampai
Sane,sana
saangat,sangat
sangatsangat,sangat-sangat
aatu,satu
satuharisatubab,satu hari satu bab
satukomando,satu komando
savejalanraya,save jalan raya
SaveTelevisiIndonesia,Save Televisi Indonesia
SaveViaVallen,Save Via Vallen
Aing,saya
ainggg,saya
aku,saya
W,saya
wa,saya
Sayaaaaang,sayang
sayang2an,sayang-sayangan
serach,search
nyebrangnya,sebarngnya
nyebayangin,sebrangin
sedng,sedang
sediiiihhhh,sedih
sedooooottt,sedot
sehatTerusSayang,sehat terus sayang
Skrg,sekarang
skrg2,sekarang-sekarang
sekitarkudus,sekitar kudus
Congraduation,selamat
Congratulation,selamat
Congratulations,selamat
selamatpagi,selamat pagi
semangaaatttzzzsss,semangat
semangatindirisendiri,semangatin diri sendiri
Semangatnya,semangatnya
nyembunyiin,sembunyiinya
seminarpanji,seminar panji
semuademibeas,semua demi bias
kayak,seperti
Nyetatus,seratus
seriuscumatulisan,serius hanya tulisan
seriustanya,serius tanya
seseungguhnya,sesungguhnya
sesungguhnya,sesungguhnya
Sesungguhnya,sesungguhnya
sesunguhnya,sesungguhnya
Sesunguhnya,sesungguhnya
Shitposting,shit posting
sholatlu,sholat kamu
Deeemmm,sial
nyimpeninnya,simpaninna
sisasemalam,sisa semalam
sistim,sistem
siswa2nyaaa,siswa-siswanya
SizzyHarusKuat,Sizzy Harus Kuat
skripsibaper,skirpsi baper
skripsishit,skripsi
softskillnya,Softs killn Oft skil lnya
specialll,spesial
Staywithmetodaytomorrowforever,stay with me today tomorrow forever
subscribers,Subsc riber Sub scri bers
already,sudah
Uda,sudah
Udah,sudah
udan,sudah
Udeh,sudah
Udh,sudah
Udin,sudah
udahgituaja,sudah begitu saja
udahan,sudahan
Udahlah,sudahlah
Udalaah,sudahlah
sudah2,sudah-sudah
sugimasihada,sugi masih ada
sukseskanseagames,sukseskan asian games
SukseskanAsianGames2018,Sukseskan Asian Games2018
Sulsel,sulawesi selatan
supeerrr,super
tadii,tadi
Td,tadi
Auk,tahu
tau,tahu
Tau,tahu
TAU,tahu
tauuuuuuuu,tahu
tausiah,tahu siah
Taukan,tahukan
taulah,tahulah
th,tahun
Thn,tahun
thn,tahun
Tahun2,tahun-tahun
taunya,tahunya
Taek,tai
TAEK,tai
TAEKKKK,tai
taichangoreng,taichan goreng
Takutt,takut
takutt,takut
tkt,takut
tambahkn,tambahkan
Tn,tanah
tanabang,tanah abang
Tanda2,tanda-tanda
unconditionally,tanpa syarat
tntangan,tantangan
tanyajawab,tanya jawab
Tapiiiiiiiiiii,tapi
tapu,tapi
tapigakdalamdalambanget,tapi tidak dalam banget
tatap2an,tatap-tatapan
tegaklurus,tegak lurus
teguuhh,teguh
tehnik,teknik
texturenya,tekstur
telfon,telepon
Telfon,telepon
tlponan,teleponan
telpnya,teleponnya
tlvn2an,telepon-teleponan
teleseries,televisi series
telo,telur
Telor,telur
chingudeulll,teman
Temen,teman
TEMEN,teman
tm,teman
TemanANTARATerfavorit,teman antara terfavorit
Temenku,temanku
tmanku,temanku
Tmn,temanku
tmnku,temanku
temenmu,temanmu
tmennya,temannya
TEMAN2,teman-teman
tementemen,teman-teman
temund2,teman-teman
tman2,teman-teman
tmp,temat
cc,tembusan
tmptnya,tempatnya
tmuan,temuan
tenag,tenang
Tng,tenang
tngh2,tengah-tengah
tengorokan,tenggorokan
tntng,tentang
tenteram,tentram
tertunya,tentunya
terkahir,terakhir
terbhaiqq,terbaik
terrbakar,terbakar
trbatas,terbatas
terbenamTempat,terbenam tempat
trbesar,terbesar
terbege,terbodoh
Terbege,terbodoh
teregisterasi,terdaftar
trdahulu,terdahulu
trhdap,terhadap
Terharuu,terharu
terik2,terik-terik
Terimah,terima
Trima,terima
trm,terima
WesTerima,terima
tengkyu,terima kasih
tengkyuuu,terima kasih
tengs,terima kasih
Terimakas,terima kasih
Terimakasih,terima kasih
TerimaKasih,terima kasih
Teungku,terima kasih
Thank,terima kasih
THANK,terima kasih
Thanks,terima kasih
Thankyou,terima kasih
thankyou,terima kasih
thenkyu,terima kasih
Thks,terima kasih
tmksh,terima kasih
Trimakasih,terima kasih
trimaksih,terima kasih
Trimksh,terima kasih
trimksh,terima kasih
Trims,terima kasih
Trmaksih,terima kasih
trmkah,terima kasih
thanksdear,terima kasih dear
thanksfam,terima kasih family
terimakasihnya,terima kasihnya
trima2,terima-terima
keinspirasi,terinspirasi
terjadikah,terjadi
terjemahanbebas,terjemahan bebas
terkabul2,terkabul-kabul
Terkadangg,terkadang
terkdg,terkadang
terkece,terkeren
talambat,terlambat
terkebo,termalasa
termsk,termasuk
terngiang,terpikir
kesebar,tersebar
tersenyun,tersenyum
Trsrah,terserah
Terserahlah,terserahlah
tersinggung,Tersi nggun Ter sing gung
tertahankan,Terta hanka Ter taha nkan
terungkapkan,Terun gkapk Eru ngka pkan
terooos,terus
terooss,terus
TEROS,terus
TERUSSD,terus
terussss,terus
teruuuss,terus
teyus,terus
Trs,terus
Trus,terus
TRUS,terus
trs2,terus=terus
Trusan,terusan
terwujut,terwujud
tes,test
testIQ,test IQ
tesnya,testnya
Tetep,tetap
TETEP,tetap
teuteup,tetap
ThaiCaveRescue,Thai Cave Rescue
ThankYouTwitter,Thank You Twitter
thinkifyouhavebrain,thanks if you have brain
tehaer,thr
tb,tiba
Tb,tiba
tb2,tiba-tiba
TIBA2,tiba-tiba
TIBATIBA,tiba-tiba
tibatibacinta,tiba-tiba cinta
tibatibakangensuami,tiba-tiba kangen suami
Ga,tidak
tak,tidak
Tak,tidak
TAK,tidak
TDK,tidak
Tdk,tidak
Tida,tidak
TIDA,tidak
tidap,tidak
tidaq,tidak
tyda,tidak
ndada,tidak ada
Nggak,tidak ada
taKan,tidak akan
Takkan,tidak akan
Takkusangka,tidak aku sangka
unfaedah,tidak bermakna
tAK8ERbatas,tidak terbatas
gaktuh,tidak tuh
tidor,tidur
tiduk,tidur
tims,tim
timnas,tim nasional
TIMSES,tim sukses
timnasindonesia,timnas indonesia
tingglkan,tinggalkan
tipu2annya,tipu-tipuannya 
tissue,tisu
taubat,tobat
Taubat,tobat
tudey,today
Toha,toga
tolakhoax,tolak hoax
toll,tolol
TOLL,tolol
tolloll,tolol
Tolonf,tolong
Tolonh,tolong
Tulung,tolong
tulung,tolong
topic,topik
Tooosssssssss,tos
totol2,totol-totol
toksik,toxic
Tf,transfer
trf,transfer
Trnsfer,transfer
traumaan,trauma
mr,tuan
tauan,tuan
Allaaaaah,Tuhan
Allaaaahhh,Tuhan
ALLAAH,Tuhan
Allah,Tuhan
ALLAH,Tuhan
allah,Tuhan
Allahu,Tuhan
allahu,Tuhan
Alloh,Tuhan
Tuhaaannnn,tuhan
Tuhannn,Tuhan
tuju,tujuh
tuker2an,tukar-tukaran
tulisandarilubuhhati,tulisan dari lubuh hati
unjukin,tunjukkan
tuntassss,tuntas
tup2,tutup
thread,tweet
Thread,tweet
threadnya,tweet
twit2,tweet
twittmalam,tweet malam
twittrindu,tweet rindu
thread2,tweet-tweet
tuiter,twitter
tweeter,twitter
type2,typo
typus,typo
uchi_ciyko,uchi uchi ciyko jawa timur
update2,udate-update
ujicoba,uji coba
ujug22,ujuk-ujuk
ujungn,ujungnya
Ujung2nya,ujung-ujungnya
ujungnua,ujung-ujungnya
ukurankecil,ukuran kecil
ulanh,ulang
Ulfah,ulang tahun
Ultah,ulang tahun
ulum,ulangan umum
ULARRR,ular
umar,umat
Umar,umat
UMMAT,umat
Ummat,umat
Undang2,undang-undang
uu,undang-undang
uud1945,undang-undang dasar 1945
UnFol,unfollow
uniQ,unik
univnya,univeristasnya
Univ,universitas
unsur,unsur-unsur
untum,untuk
Utk,untuk
uptudate,up to date
URBANE,urban
usaisenja,usai senja
usap2,usap-usap
Ust,ustad
Ustadz,ustad
ustadznya,ustadnya
version,versi
versiku,versi aku
Vid,video
videocall,video call
videoklip,video klip
vit,vitamin
vitaminsea,vitamin sea
volly,voli
vol,volume
Waaaaa,wah
Waaaah,wah
waaah,wah
Waah,wah
Wagelaseh,wah gila sih
wajib,wajah
wagu,wakil gubernur
Wagub,wakil gubernur
Waketum,wakil ketua umum
Wapresnya,wakil presidennya
wklnya,wakilnya
Wktu,waktu
walau,walaupun
Walau,walaupun
walo,walaupun
Walo,walaupun
Walopun,walaupun
Wlupun,walaupun
wlupun,walaupun
toh,walaupun begitu
ciwi,wanita
gurlzz,wanita
wani,wanita
Wsrga,warga
warni,warna
warna22an,warna-warnaan
WarungLya,warungnya
was2,was-was
weareoneexo,we are one exo
fansite,website
Fansite,website
web,website
Web,website
weding,wedding
weddingparty,wedding party
weddingtradisional,wedding tradisional
wed,Wednesday
wehhh,weh
welcone,welcome
wheeewww,wew
wwnang,wewenang
Whutttt,what
WA,whatsapp
Wa,whatsapp
white2,white-white
Wey,woi
WEY,woi
WOEE,woi
Woiii,woi
Woy,woi
WOY,woi
WorkshopCerpenKompas2014,Workshop Cerpen Kompas2014
WorkshopCerpenKompas2015,Workshop Cerpen Kompas2015
WorldEnviromentDay2018,World Enviroment Day2018
WO,wow
Woah,wow
Wowon,wow
wowon,wow
Woww,wow
Jiaaaaaaann,ya
Yaa,ya
YAA,ya
yaaaaa,ya
yaow,ya
yawlaaaa,Ya Allah
Yawlaaaaaa,Ya Allah
Yagitu,ya begitu
yagimanayak,ya gimana ya
yasudah,ya sudah
Yauda,ya sudah
Yaudah,ya sudah
yaudahh,ya sudah
yowes,ya sudah
Yaasudahlah,ya sudahlah
Yaudahlah,ya sudahlah
Yaallah,ya Tuhan
yaAllah,ya Tuhan
YAALLAH,ya Tuhan
YAILAH,ya Tuhan
Yallah,ya Tuhan
yallah,ya Tuhan
yaTuhan,ya Tuhan
Yaaaah,yah
yaduuu,yah
yaelah,yah
Yaelah,yah
Yaelahh,yah
Yahh,yah
Yha,yah
yhaa,yah
yhaaaa,yah
Yaampon,yah ampun
Yaampun,yah ampun
YAAMPUN,yah ampun
Yaampunnnn,yah ampun
YAAMPUUUUUUNNN,yah ampun
yamg,yang
Yanga,yang
yangvm,yang
Yg,yang
YG,yang
ygl,yang
ygdisebarkan,yang disebarkan
ygvkrg,yang kurang
yguda,yang sudah
yassalaaam,yasalam
Yea,yes
Yeaaaaay,yes
yeay,yes
Yeay,yes
Yeayy,yes
Yeeeaaayyy,yes
yess,yes
Yess,yes
yipiiee,yes
yanglek,young lex
YT,youtube
yt,youtube
yucub,youtube
Yutuber,youtuber
yuhoee,yuhu
Yuhuuu,yuhu
Yu,yuk
yu,yuk
YU,yuk
yuukkk,yuk
Yuuuk,yuk
jaman,zaman
pmbhasan,pembahasan
wwnang,wewenang
abng,abang
trdahulu,terdahulu
sedng,sedang
agr,agar
pernikan,pernikahan
ngejual,menjual
jepretan,foto
bulanbungkarno,bulan bung karno
junibulanbungkarno,juni bulan bung karno
penyambunglidahrakyatindonesia,penyambug lidah rakyat indonesia
nomoruntukjatim,nomor urut untuk jatim
jatimpilihgusipulputi,jatim pilih gusi pulputi
samanye,samanya
mahabenar,maha benar
mbaq,mbak
kenpak,kenapa
setalah,setelah
begoloe,bego loe
hadiahperasaan,hadiah perasaan
memamg,memang
stad,ustad
haroooom,harum
oeang,orang
ndada,tidak ada
streskan,stresskan
loooo,lu
kesiapa,ke siapa
supeerrr,super
dupeerr,duper
ekspress,express
yassalaaam,yasalam
jgkel,jengkel
ckckckc,haha
meridoi,merestui
elektoniknya,elektroniknya
bongakkk,bongak
bawaannye,bawaannya
faaak,fak
termsk,termasuk
ayuting,ayu ting
enggk,enggak
ygdisebarkan,yang disebarkan
manjah,manja
syukut,syukur
trmkah,terimakah
brlmpah,berlimpah
sbrpa,seberapa
inysllh,insyaalah
mmbukit,membukit
amn,amin
kpdmu,kepadamu
klmpok,kelompok
puny,punya
duuh,aduh
nggada,nggak ada
halohaa,halo
hiksss,hikss
slsi,selesai
salamsatunyalilari,salam satunya lilari
bonekjancuk,bonek jancuk
aalamiin,alamin
triliun,trilliun
belanjaitugakribet,belanja itu gak ribet
dkomplen,dikomplain
dbatalin,dibatalin
anakbujangku,anak bujangku
bhakti,bakti
breng,bareng
menurutguesih,menurut gue sih
pie,gimana
menurutkusih,menurut aku sih
pps,pepes
mbaaaak,mbak
mangat,semangat
syudih,sudi
vanashh,panas
syekaleh,sekali
vemirsyahh,permisa
byknya,banyaknya
syit,shit
generasiantikorupsi,generasi anti korupsi
haaaa,hah
syabar,sabar
ajanihhh,aja nih
kepanjangaaannnnnn,kepanjangan
gapnya,ga punya
ketjewalah,kecewa
ngaaap,bang
iyainajabiarcepet,iya ini biar cepat
maintain,maintaine
permisif,permisi
khanmaen,bukan main
hilihkinthil,halah kontol
menggugah,mengunggah
amie,amin
